block	gene	fisher	d_c	d_nc	nd_c	nd_nc	pymc3	logit	susie	varbvs
block169	gene_677	1.0	2	1420	2	1662	0.053	0.058911	0.0	0.061507
block169	gene_678	1.0	2	1420	2	1662	0.056	0.058911	0.0	0.061507
block169	gene_679	1.0	2	1420	2	1662	0.056	0.058911	0.0	0.061507
block169	gene_680	0.460791	1	1421	0	1664	0.072	0.114724	0.0	0.084303
block169	gene_681	0.460791	1	1421	0	1664	0.0725	0.114724	0.0	0.084303
block169	gene_682	0.460791	1	1421	0	1664	0.0775	0.114724	0.0	0.084304
block170	gene_683	1.0	0	1422	1	1663	0.037	0.280579	0.0	0.15704
block170	gene_684	0.597931	2	1420	1	1663	0.085	0.438842	0.0	0.138672
block170	gene_685	1.0	0	1422	1	1663	0.028	0.280579	0.0	0.15704
block171	gene_686	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block172	gene_687	0.280082	8	1414	5	1659	0.5795	0.255856	0.184668	0.101183
block172	gene_688	1.0	1	1421	2	1662	0.0385	0.14586	0.147911	0.102849
block172	gene_689	0.25437	0	1422	3	1661	0.017	0.132656	0.24301	0.158433
block172	gene_690	0.25437	0	1422	3	1661	0.025	0.132656	0.24301	0.158435
block172	gene_691	0.460791	1	1421	0	1664	0.0655	0.332972	0.181401	0.125654
block173	gene_692	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block174	gene_693	0.629361	1	1421	3	1661	0.023	0.5	0.0	0.166474
block174	gene_694	0.629361	1	1421	3	1661	0.029	0.5	0.0	0.166469
block175	gene_695	0.460791	1	1421	0	1664	0.08	1.0	1.0	0.264092
block176	gene_696	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block177	gene_697	0.460791	1	1421	0	1664	0.0625	0.064629	0.066104	0.075477
block177	gene_698	0.460791	1	1421	0	1664	0.07	0.064629	0.066104	0.075477
block177	gene_699	0.460791	1	1421	0	1664	0.073	0.064629	0.066104	0.075477
block177	gene_700	0.460791	1	1421	0	1664	0.07	0.064629	0.066104	0.075477
block177	gene_701	0.460791	1	1421	0	1664	0.0545	0.064629	0.066104	0.075478
block177	gene_702	0.460791	1	1421	0	1664	0.0705	0.064629	0.066104	0.075478
block177	gene_703	0.460791	1	1421	0	1664	0.06	0.064629	0.066104	0.075478
block177	gene_704	0.460791	1	1421	0	1664	0.0575	0.064629	0.066104	0.075478
block177	gene_705	0.460791	1	1421	0	1664	0.0695	0.064629	0.066104	0.075478
block177	gene_706	0.460791	1	1421	0	1664	0.0725	0.064629	0.066104	0.075478
block177	gene_707	0.460791	1	1421	0	1664	0.063	0.064629	0.066104	0.075478
block177	gene_708	0.460791	1	1421	0	1664	0.0605	0.064629	0.066104	0.075478
block177	gene_709	0.212248	2	1420	0	1664	0.121	0.095195	0.074541	0.087651
block177	gene_710	0.460791	1	1421	0	1664	0.0695	0.064629	0.066104	0.077037
block177	gene_711	0.460791	1	1421	0	1664	0.063	0.064629	0.066104	0.077037
block178	gene_712	1.0	1	1421	1	1663	0.0405	1.0	0.0	0.2254
block179	gene_713	0.212248	2	1420	0	1664	0.1225	0.5	0.5	0.221418
block179	gene_714	0.212248	2	1420	0	1664	0.1255	0.5	0.5	0.22142
block180	gene_715	0.460791	1	1421	0	1664	0.0685	0.142857	0.142857	0.106881
block180	gene_716	0.460791	1	1421	0	1664	0.062	0.142857	0.142857	0.106881
block180	gene_717	0.460791	1	1421	0	1664	0.076	0.142857	0.142857	0.106882
block180	gene_718	0.460791	1	1421	0	1664	0.065	0.142857	0.142857	0.106882
block180	gene_719	0.460791	1	1421	0	1664	0.078	0.142857	0.142857	0.106882
block180	gene_720	0.460791	1	1421	0	1664	0.065	0.142857	0.142857	0.106882
block180	gene_721	0.460791	1	1421	0	1664	0.061	0.142857	0.142857	0.106882
block181	gene_722	1.0	0	1422	1	1663	0.038	0.5	0.0	0.190094
block181	gene_723	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block182	gene_724	1.0	2	1420	2	1662	0.0665	1.0	0.0	0.202271
block183	gene_725	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block184	gene_726	0.460791	1	1421	0	1664	0.08	1.0	1.0	0.264092
block185	gene_727	1.0	1	1421	1	1663	0.048	0.544156	0.0	0.164953
block185	gene_728	1.0	0	1422	1	1663	0.031	0.455844	0.0	0.189785
block186	gene_729	0.502914	0	1422	2	1662	0.03	0.5	0.5	0.205755
block186	gene_730	0.502914	0	1422	2	1662	0.031	0.5	0.5	0.205756
block187	gene_731	0.460791	1	1421	0	1664	0.0705	0.385464	0.0	0.140136
block187	gene_732	1.0	1	1421	1	1663	0.0535	0.229697	0.0	0.117587
block187	gene_733	1.0	0	1422	1	1663	0.0275	0.192419	0.0	0.136465
block187	gene_734	1.0	0	1422	1	1663	0.038	0.192419	0.0	0.136465
block188	gene_735	1.0	1	1421	2	1662	0.0425	0.467387	0.0	0.159787
block188	gene_736	1.0	0	1422	1	1663	0.0265	0.532613	0.0	0.189217
block189	gene_737	0.823207	10	1412	10	1654	0.367	1.0	0.0	0.133321
block190	gene_738	1.0	1	1421	1	1663	0.0465	0.544156	0.0	0.164953
block190	gene_739	1.0	0	1422	1	1663	0.0345	0.455844	0.0	0.189785
block191	gene_740	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block192	gene_741	1.0	2	1420	3	1661	0.0535	1.0	0.0	0.195462
block193	gene_742	0.460791	1	1421	0	1664	0.0815	0.5	0.5	0.194803
block193	gene_743	0.460791	1	1421	0	1664	0.0655	0.5	0.5	0.194803
block194	gene_744	0.460791	1	1421	0	1664	0.067	0.200544	0.199453	0.125488
block194	gene_745	0.460791	1	1421	0	1664	0.066	0.200544	0.199453	0.125487
block194	gene_746	1.0	2	1420	2	1662	0.054	0.102979	0.179522	0.093096
block194	gene_747	0.212248	2	1420	0	1664	0.136	0.295389	0.222118	0.146971
block194	gene_748	0.460791	1	1421	0	1664	0.07	0.200544	0.199453	0.125487
block195	gene_749	0.460791	1	1421	0	1664	0.0665	0.25	0.25	0.139935
block195	gene_750	0.460791	1	1421	0	1664	0.0695	0.25	0.25	0.139935
block195	gene_751	0.460791	1	1421	0	1664	0.0635	0.25	0.25	0.139935
block195	gene_752	0.460791	1	1421	0	1664	0.076	0.25	0.25	0.139935
block196	gene_753	1.0	3	1419	4	1660	0.06	1.0	0.0	0.178559
block197	gene_754	0.460791	1	1421	0	1664	0.0855	1.0	1.0	0.264092
block198	gene_755	0.460791	1	1421	0	1664	0.07	0.333333	0.333333	0.160784
block198	gene_756	0.460791	1	1421	0	1664	0.0745	0.333333	0.333333	0.160784
block198	gene_757	0.460791	1	1421	0	1664	0.0665	0.333333	0.333333	0.160785
block199	gene_758	1.0	0	1422	1	1663	0.031	0.142857	0.0	0.104526
block199	gene_759	1.0	0	1422	1	1663	0.0345	0.142857	0.0	0.104526
block199	gene_760	1.0	0	1422	1	1663	0.034	0.142857	0.0	0.104526
block199	gene_761	1.0	0	1422	1	1663	0.035	0.142857	0.0	0.104526
block199	gene_762	1.0	0	1422	1	1663	0.0385	0.142857	0.0	0.104526
block199	gene_763	1.0	0	1422	1	1663	0.0295	0.142857	0.0	0.104526
block199	gene_764	1.0	0	1422	1	1663	0.0295	0.142857	0.0	0.104526
block200	gene_765	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block201	gene_766	1.0	0	1422	1	1663	0.033	0.5	0.0	0.190094
block201	gene_767	1.0	0	1422	1	1663	0.027	0.5	0.0	0.190094
block202	gene_768	0.502914	0	1422	2	1662	0.028	0.527148	0.523788	0.209434
block202	gene_769	0.629361	1	1421	3	1661	0.032	0.472852	0.476212	0.171695
block203	gene_770	0.25437	0	1422	3	1661	0.028	1.0	1.0	0.32731
block204	gene_771	1.0	0	1422	1	1663	0.042	0.139058	0.0	0.112955
block204	gene_772	1.0	0	1422	1	1663	0.0315	0.139058	0.0	0.112954
block204	gene_773	1.0	0	1422	1	1663	0.0365	0.139058	0.0	0.112954
block204	gene_774	1.0	0	1422	1	1663	0.0405	0.139058	0.0	0.112954
block204	gene_775	0.340361	3	1419	1	1663	0.1715	0.304711	0.0	0.117025
block204	gene_776	1.0	0	1422	1	1663	0.028	0.139058	0.0	0.112955
block205	gene_777	0.597931	2	1420	1	1663	0.088	1.0	0.0	0.231404
block206	gene_778	1.0	0	1422	1	1663	0.0355	0.5	0.0	0.190094
block206	gene_779	1.0	0	1422	1	1663	0.031	0.5	0.0	0.190094
block207	gene_780	0.212248	2	1420	0	1664	0.154	1.0	1.0	0.304475
block208	gene_781	0.460791	1	1421	0	1664	0.069	0.333333	0.333333	0.160784
block208	gene_782	0.460791	1	1421	0	1664	0.0695	0.333333	0.333333	0.160784
block208	gene_783	0.460791	1	1421	0	1664	0.0835	0.333333	0.333333	0.160785
block209	gene_784	1.0	0	1422	1	1663	0.0355	0.532613	0.0	0.189217
block209	gene_785	1.0	1	1421	2	1662	0.037	0.467387	0.0	0.159787
block210	gene_786	0.460791	1	1421	0	1664	0.063	0.333333	0.333333	0.160784
block210	gene_787	0.460791	1	1421	0	1664	0.07	0.333333	0.333333	0.160784
block210	gene_788	0.460791	1	1421	0	1664	0.07	0.333333	0.333333	0.160785
block211	gene_789	0.226932	1	1421	5	1659	0.0285	0.479361	0.466102	0.215832
block211	gene_790	0.25437	0	1422	3	1661	0.023	0.520639	0.533898	0.233926
block212	gene_791	0.460791	1	1421	0	1664	0.074	1.0	1.0	0.264092
block213	gene_792	0.460791	1	1421	0	1664	0.074	1.0	1.0	0.264092
block214	gene_793	0.460791	1	1421	0	1664	0.0685	0.1	0.1	0.090416
block214	gene_794	0.460791	1	1421	0	1664	0.066	0.1	0.1	0.090416
block214	gene_795	0.460791	1	1421	0	1664	0.077	0.1	0.1	0.090416
block214	gene_796	0.460791	1	1421	0	1664	0.0595	0.1	0.1	0.090416
block214	gene_797	0.460791	1	1421	0	1664	0.069	0.1	0.1	0.090416
block214	gene_798	0.460791	1	1421	0	1664	0.069	0.1	0.1	0.090416
block214	gene_799	0.460791	1	1421	0	1664	0.0685	0.1	0.1	0.090416
block214	gene_800	0.460791	1	1421	0	1664	0.061	0.1	0.1	0.090416
block214	gene_801	0.460791	1	1421	0	1664	0.0655	0.1	0.1	0.090416
block214	gene_802	0.460791	1	1421	0	1664	0.061	0.1	0.1	0.090416
block215	gene_803	0.460791	1	1421	0	1664	0.07	0.111111	0.111111	0.094945
block215	gene_804	0.460791	1	1421	0	1664	0.0725	0.111111	0.111111	0.094946
block215	gene_805	0.460791	1	1421	0	1664	0.0745	0.111111	0.111111	0.094946
block215	gene_806	0.460791	1	1421	0	1664	0.0615	0.111111	0.111111	0.094946
block215	gene_807	0.460791	1	1421	0	1664	0.0685	0.111111	0.111111	0.094947
block215	gene_808	0.460791	1	1421	0	1664	0.065	0.111111	0.111111	0.094947
block215	gene_809	0.460791	1	1421	0	1664	0.052	0.111111	0.111111	0.094946
block215	gene_810	0.460791	1	1421	0	1664	0.0605	0.111111	0.111111	0.094946
block215	gene_811	0.460791	1	1421	0	1664	0.077	0.111111	0.111111	0.094946
block216	gene_812	0.460791	1	1421	0	1664	0.0755	1.0	1.0	0.264092
block217	gene_813	0.460791	1	1421	0	1664	0.0765	1.0	1.0	0.264092
block218	gene_814	0.460791	1	1421	0	1664	0.0845	0.5	0.5	0.194803
block218	gene_815	0.460791	1	1421	0	1664	0.0765	0.5	0.5	0.194803
block219	gene_816	0.460791	1	1421	0	1664	0.0785	1.0	1.0	0.264092
block220	gene_817	0.710211	4	1418	3	1661	0.1245	0.57669	0.0	0.137914
block220	gene_818	1.0	4	1418	4	1660	0.087	0.42331	0.0	0.122684
block221	gene_819	0.460791	1	1421	0	1664	0.0825	1.0	1.0	0.264092
block222	gene_820	0.460791	1	1421	0	1664	0.069	0.705908	0.479011	0.194949
block222	gene_821	0.502914	0	1422	2	1662	0.031	0.294092	0.520989	0.208445
block223	gene_822	1.0	0	1422	1	1663	0.0345	0.2	0.0	0.122729
block223	gene_823	1.0	0	1422	1	1663	0.032	0.2	0.0	0.122729
block223	gene_824	1.0	0	1422	1	1663	0.0355	0.2	0.0	0.122728
block223	gene_825	1.0	0	1422	1	1663	0.0345	0.2	0.0	0.122728
block223	gene_826	1.0	0	1422	1	1663	0.0365	0.2	0.0	0.122728
block224	gene_827	0.502914	0	1422	2	1662	0.0245	1.0	1.0	0.282207
block225	gene_828	0.460791	1	1421	0	1664	0.065	1.0	1.0	0.264092
block226	gene_829	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block227	gene_830	1.0	0	1422	1	1663	0.038	1.0	0.0	0.257938
block228	gene_831	0.460791	1	1421	0	1664	0.0825	0.333333	0.333333	0.160784
block228	gene_832	0.460791	1	1421	0	1664	0.07	0.333333	0.333333	0.160784
block228	gene_833	0.460791	1	1421	0	1664	0.079	0.333333	0.333333	0.160785
block229	gene_834	0.727828	14	1408	19	1645	0.2505	0.270182	0.0	0.07947
block229	gene_835	1.0	0	1422	1	1663	0.034	0.729818	0.0	0.186478
block230	gene_836	0.212248	2	1420	0	1664	0.1505	1.0	1.0	0.304475
block231	gene_837	0.502914	0	1422	2	1662	0.0185	0.094468	0.0	0.102105
block231	gene_838	1.0	0	1422	1	1663	0.0325	0.113191	0.0	0.09284
block231	gene_839	1.0	0	1422	1	1663	0.035	0.113191	0.0	0.09284
block231	gene_840	1.0	0	1422	1	1663	0.0345	0.113191	0.0	0.09284
block231	gene_841	1.0	0	1422	1	1663	0.0285	0.113191	0.0	0.09284
block231	gene_842	1.0	0	1422	1	1663	0.027	0.113191	0.0	0.09284
block231	gene_843	1.0	0	1422	1	1663	0.038	0.113191	0.0	0.092841
block231	gene_844	1.0	0	1422	1	1663	0.0395	0.113191	0.0	0.092841
block231	gene_845	1.0	0	1422	1	1663	0.0375	0.113191	0.0	0.092841
block232	gene_846	0.460791	1	1421	0	1664	0.0425	0.033333	0.033333	0.056369
block232	gene_847	0.460791	1	1421	0	1664	0.0575	0.033333	0.033333	0.056369
block232	gene_848	0.460791	1	1421	0	1664	0.0515	0.033333	0.033333	0.056369
block232	gene_849	0.460791	1	1421	0	1664	0.0635	0.033333	0.033333	0.056369
block232	gene_850	0.460791	1	1421	0	1664	0.059	0.033333	0.033333	0.056369
block232	gene_851	0.460791	1	1421	0	1664	0.0595	0.033333	0.033333	0.056369
block232	gene_852	0.460791	1	1421	0	1664	0.0535	0.033333	0.033333	0.056368
block232	gene_853	0.460791	1	1421	0	1664	0.056	0.033333	0.033333	0.056368
block232	gene_854	0.460791	1	1421	0	1664	0.0545	0.033333	0.033333	0.056368
block232	gene_855	0.460791	1	1421	0	1664	0.058	0.033333	0.033333	0.056368
block232	gene_856	0.460791	1	1421	0	1664	0.0605	0.033333	0.033333	0.056368
block232	gene_857	0.460791	1	1421	0	1664	0.061	0.033333	0.033333	0.056368
block232	gene_858	0.460791	1	1421	0	1664	0.061	0.033333	0.033333	0.056368
block232	gene_859	0.460791	1	1421	0	1664	0.0615	0.033333	0.033333	0.056368
block232	gene_860	0.460791	1	1421	0	1664	0.06	0.033333	0.033333	0.056367
block232	gene_861	0.460791	1	1421	0	1664	0.052	0.033333	0.033333	0.056367
block232	gene_862	0.460791	1	1421	0	1664	0.0535	0.033333	0.033333	0.056367
block232	gene_863	0.460791	1	1421	0	1664	0.0535	0.033333	0.033333	0.056367
block232	gene_864	0.460791	1	1421	0	1664	0.0445	0.033333	0.033333	0.056367
block232	gene_865	0.460791	1	1421	0	1664	0.055	0.033333	0.033333	0.056367
block232	gene_866	0.460791	1	1421	0	1664	0.0565	0.033333	0.033333	0.056367
block232	gene_867	0.460791	1	1421	0	1664	0.0645	0.033333	0.033333	0.056367
block232	gene_868	0.460791	1	1421	0	1664	0.055	0.033333	0.033333	0.056367
block232	gene_869	0.460791	1	1421	0	1664	0.064	0.033333	0.033333	0.056367
block232	gene_870	0.460791	1	1421	0	1664	0.0605	0.033333	0.033333	0.056367
block232	gene_871	0.460791	1	1421	0	1664	0.057	0.033333	0.033333	0.056367
block232	gene_872	0.460791	1	1421	0	1664	0.064	0.033333	0.033333	0.056367
block232	gene_873	0.460791	1	1421	0	1664	0.057	0.033333	0.033333	0.056367
block232	gene_874	0.460791	1	1421	0	1664	0.069	0.033333	0.033333	0.056367
block232	gene_875	0.460791	1	1421	0	1664	0.051	0.033333	0.033333	0.056367
block233	gene_876	1.0	1	1421	1	1663	0.039	1.0	0.0	0.2254
block234	gene_877	1.0	1	1421	1	1663	0.05	0.333333	0.0	0.135132
block234	gene_878	1.0	1	1421	1	1663	0.0495	0.333333	0.0	0.135132
block234	gene_879	1.0	1	1421	1	1663	0.0505	0.333333	0.0	0.135132
block235	gene_880	1.0	1	1421	1	1663	0.05	1.0	0.0	0.2254
block236	gene_881	0.460791	1	1421	0	1664	0.071	0.333333	0.333333	0.160784
block236	gene_882	0.460791	1	1421	0	1664	0.074	0.333333	0.333333	0.160784
block236	gene_883	0.460791	1	1421	0	1664	0.0695	0.333333	0.333333	0.160785
block237	gene_884	1.0	0	1422	1	1663	0.032	0.5	0.0	0.190094
block237	gene_885	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block238	gene_886	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block239	gene_887	0.460791	1	1421	0	1664	0.078	1.0	1.0	0.264092
block240	gene_888	0.382268	1	1421	4	1660	0.0275	1.0	1.0	0.261616
block241	gene_889	0.212248	2	1420	0	1664	0.1445	1.0	1.0	0.304475
block242	gene_890	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block243	gene_891	1.0	3	1419	4	1660	0.058	1.0	0.0	0.178559
block244	gene_892	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block244	gene_893	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block245	gene_894	1.0	0	1422	1	1663	0.029	0.25	0.0	0.136653
block245	gene_895	1.0	0	1422	1	1663	0.031	0.25	0.0	0.136653
block245	gene_896	1.0	0	1422	1	1663	0.0265	0.25	0.0	0.136652
block245	gene_897	1.0	0	1422	1	1663	0.0315	0.25	0.0	0.136652
block246	gene_898	0.460791	1	1421	0	1664	0.058	0.059331	0.055635	0.069615
block246	gene_899	0.460791	1	1421	0	1664	0.0525	0.059331	0.055635	0.069615
block246	gene_900	0.460791	1	1421	0	1664	0.071	0.059331	0.055635	0.069614
block246	gene_901	0.460791	1	1421	0	1664	0.056	0.059331	0.055635	0.069614
block246	gene_902	0.460791	1	1421	0	1664	0.057	0.059331	0.055635	0.069614
block246	gene_903	0.460791	1	1421	0	1664	0.059	0.059331	0.055635	0.069614
block246	gene_904	0.460791	1	1421	0	1664	0.07	0.059331	0.055635	0.069613
block246	gene_905	0.460791	1	1421	0	1664	0.06	0.059331	0.055635	0.069613
block246	gene_906	0.460791	1	1421	0	1664	0.062	0.059331	0.055635	0.069613
block246	gene_907	0.460791	1	1421	0	1664	0.063	0.059331	0.055635	0.069612
block246	gene_908	0.460791	1	1421	0	1664	0.068	0.059331	0.055635	0.069612
block246	gene_909	0.460791	1	1421	0	1664	0.06	0.059331	0.055635	0.069612
block246	gene_910	0.460791	1	1421	0	1664	0.067	0.059331	0.055635	0.069612
block246	gene_911	0.460791	1	1421	0	1664	0.0665	0.059331	0.055635	0.069612
block246	gene_912	0.460791	1	1421	0	1664	0.0495	0.059331	0.055635	0.069612
block246	gene_913	0.460791	1	1421	0	1664	0.063	0.059331	0.055635	0.069612
block246	gene_914	1.0	1	1421	2	1662	0.0415	0.02599	0.052194	0.057365
block246	gene_915	0.502914	0	1422	2	1662	0.038	0.024718	0.057639	0.074165
block247	gene_916	1.0	0	1422	1	1663	0.0375	0.2	0.0	0.122729
block247	gene_917	1.0	0	1422	1	1663	0.0385	0.2	0.0	0.122729
block247	gene_918	1.0	0	1422	1	1663	0.0235	0.2	0.0	0.122728
block247	gene_919	1.0	0	1422	1	1663	0.032	0.2	0.0	0.122728
block247	gene_920	1.0	0	1422	1	1663	0.0315	0.2	0.0	0.122728
block248	gene_921	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block249	gene_922	1.0	0	1422	1	1663	0.034	0.571878	0.0	0.189287
block249	gene_923	0.629361	1	1421	3	1661	0.0355	0.428122	0.0	0.169751
block250	gene_924	1.0	1	1421	2	1662	0.0395	0.269818	0.0	0.112771
block250	gene_925	0.629361	1	1421	3	1661	0.0225	0.230182	0.0	0.11889
block250	gene_926	0.629361	1	1421	3	1661	0.038	0.230182	0.0	0.118887
block250	gene_927	1.0	1	1421	2	1662	0.0295	0.269818	0.0	0.112769
block251	gene_928	0.117715	26	1396	45	1619	0.1065	0.204131	0.303788	0.097901
block251	gene_929	0.205495	30	1392	48	1616	0.3645	0.147826	0.257177	0.06561
block251	gene_930	0.218871	26	1396	42	1622	0.203	0.145439	0.248892	0.065997
block251	gene_931	0.597931	2	1420	1	1663	0.065	0.502605	0.190143	0.121236
block252	gene_932	0.460791	1	1421	0	1664	0.085	1.0	1.0	0.264092
block253	gene_933	0.502914	0	1422	2	1662	0.0325	0.5	0.5	0.205755
block253	gene_934	0.502914	0	1422	2	1662	0.0405	0.5	0.5	0.205757
block254	gene_935	1.0	0	1422	1	1663	0.036	0.125	0.0	0.098163
block254	gene_936	1.0	0	1422	1	1663	0.03	0.125	0.0	0.098163
block254	gene_937	1.0	0	1422	1	1663	0.039	0.125	0.0	0.098163
block254	gene_938	1.0	0	1422	1	1663	0.0335	0.125	0.0	0.098163
block254	gene_939	1.0	0	1422	1	1663	0.034	0.125	0.0	0.098162
block254	gene_940	1.0	0	1422	1	1663	0.0375	0.125	0.0	0.098162
block254	gene_941	1.0	0	1422	1	1663	0.0275	0.125	0.0	0.098163
block254	gene_942	1.0	0	1422	1	1663	0.0375	0.125	0.0	0.098163
block255	gene_943	0.460791	1	1421	0	1664	0.0445	0.047828	0.046416	0.064771
block255	gene_944	0.460791	1	1421	0	1664	0.0515	0.047828	0.046416	0.064771
block255	gene_945	0.460791	1	1421	0	1664	0.0495	0.047828	0.046416	0.064771
block255	gene_946	0.460791	1	1421	0	1664	0.045	0.047828	0.046416	0.064771
block255	gene_947	0.460791	1	1421	0	1664	0.051	0.047828	0.046416	0.064771
block255	gene_948	0.460791	1	1421	0	1664	0.0525	0.047828	0.046416	0.064771
block255	gene_949	0.666882	3	1419	2	1662	0.081	0.031188	0.041598	0.04904
block255	gene_950	0.666882	3	1419	2	1662	0.088	0.031188	0.041598	0.04904
block255	gene_951	0.460791	1	1421	0	1664	0.047	0.047828	0.046416	0.064771
block255	gene_952	0.460791	1	1421	0	1664	0.0485	0.047828	0.046416	0.064771
block255	gene_953	0.460791	1	1421	0	1664	0.0655	0.047828	0.046416	0.064771
block255	gene_954	0.460791	1	1421	0	1664	0.0505	0.047828	0.046416	0.064771
block255	gene_955	0.10299	9	1413	4	1660	0.1145	0.082909	0.05849	0.075109
block255	gene_956	0.10299	9	1413	4	1660	0.11	0.082909	0.05849	0.075102
block255	gene_957	0.27214	17	1405	13	1651	0.321	0.026065	0.047713	0.035439
block255	gene_958	0.206355	18	1404	13	1651	0.499	0.032897	0.050782	0.041522
block255	gene_959	1.0	22	1400	25	1639	0.078	0.008178	0.039434	0.019886
block255	gene_960	0.10299	9	1413	4	1660	0.191	0.082909	0.05849	0.081669
block255	gene_961	0.460791	1	1421	0	1664	0.047	0.047828	0.046416	0.064771
block255	gene_962	0.460791	1	1421	0	1664	0.049	0.047828	0.046416	0.064771
block255	gene_963	0.460791	1	1421	0	1664	0.0505	0.047828	0.046416	0.064771
block256	gene_964	0.097727	3	1419	0	1664	0.243	0.5	0.5	0.26348
block256	gene_965	0.097727	3	1419	0	1664	0.251	0.5	0.5	0.263489
block257	gene_966	1.0	0	1422	1	1663	0.032	0.1	0.0	0.08852
block257	gene_967	1.0	0	1422	1	1663	0.033	0.1	0.0	0.08852
block257	gene_968	1.0	0	1422	1	1663	0.04	0.1	0.0	0.08852
block257	gene_969	1.0	0	1422	1	1663	0.0245	0.1	0.0	0.08852
block257	gene_970	1.0	0	1422	1	1663	0.031	0.1	0.0	0.08852
block257	gene_971	1.0	0	1422	1	1663	0.0415	0.1	0.0	0.08852
block257	gene_972	1.0	0	1422	1	1663	0.032	0.1	0.0	0.08852
block257	gene_973	1.0	0	1422	1	1663	0.0345	0.1	0.0	0.088521
block257	gene_974	1.0	0	1422	1	1663	0.029	0.1	0.0	0.088521
block257	gene_975	1.0	0	1422	1	1663	0.041	0.1	0.0	0.088521
block258	gene_976	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block259	gene_977	0.460791	1	1421	0	1664	0.0705	1.0	1.0	0.264092
block260	gene_978	0.460791	1	1421	0	1664	0.076	1.0	1.0	0.264092
block261	gene_979	1.0	1	1421	1	1663	0.05	1.0	0.0	0.2254
block262	gene_980	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block263	gene_981	0.069591	43	1379	71	1593	0.2945	0.124298	0.342361	0.12236
block263	gene_982	0.212568	38	1384	58	1606	0.6425	0.065519	0.214155	0.056286
block263	gene_983	0.212248	2	1420	0	1664	0.113	0.482564	0.2584	0.164155
block263	gene_984	0.460791	1	1421	0	1664	0.0665	0.327619	0.185085	0.139151
block264	gene_985	0.129374	0	1422	4	1660	0.0235	1.0	1.0	0.391762
block265	gene_986	0.460791	1	1421	0	1664	0.069	0.5	0.5	0.194803
block265	gene_987	0.460791	1	1421	0	1664	0.069	0.5	0.5	0.194803
block266	gene_988	1.0	1	1421	2	1662	0.0375	1.0	0.0	0.219532
block267	gene_989	1.0	0	1422	1	1663	0.034	0.390007	0.0	0.18925
block267	gene_990	0.597931	2	1420	1	1663	0.089	0.609993	0.0	0.168805
block268	gene_991	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block269	gene_992	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block270	gene_993	0.597931	2	1420	1	1663	0.058	0.029668	0.032447	0.058411
block270	gene_994	0.666882	3	1419	2	1662	0.043	0.024778	0.031266	0.050608
block270	gene_995	0.666882	3	1419	2	1662	0.059	0.024778	0.031266	0.050608
block270	gene_996	0.482916	5	1417	3	1661	0.127	0.028315	0.03619	0.050466
block270	gene_997	0.710211	4	1418	3	1661	0.088	0.021582	0.03084	0.04716
block270	gene_998	0.666882	3	1419	2	1662	0.055	0.024778	0.031266	0.050626
block270	gene_999	0.097727	3	1419	0	1664	0.134	0.086764	0.081012	0.087433
block270	gene_1000	0.097727	3	1419	0	1664	0.1315	0.086764	0.081012	0.087437
block270	gene_1001	0.097727	3	1419	0	1664	0.131	0.086764	0.081012	0.08744
block270	gene_1002	0.097727	3	1419	0	1664	0.136	0.086764	0.081012	0.087443
block270	gene_1003	0.097727	3	1419	0	1664	0.1225	0.086764	0.081012	0.087445
block270	gene_1004	0.097727	3	1419	0	1664	0.119	0.086764	0.081012	0.087446
block270	gene_1005	0.097727	3	1419	0	1664	0.121	0.086764	0.081012	0.087447
block270	gene_1006	0.097727	3	1419	0	1664	0.131	0.086764	0.081012	0.087446
block270	gene_1007	0.460791	1	1421	0	1664	0.0525	0.037998	0.039657	0.068984
block270	gene_1008	0.460791	1	1421	0	1664	0.054	0.037998	0.039657	0.068984
block270	gene_1009	0.460791	1	1421	0	1664	0.0485	0.037998	0.039657	0.068984
block270	gene_1010	0.460791	1	1421	0	1664	0.047	0.037998	0.039657	0.068984
block271	gene_1011	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block272	gene_1012	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block273	gene_1013	1.0	0	1422	1	1663	0.029	0.25	0.0	0.136653
block273	gene_1014	1.0	0	1422	1	1663	0.0385	0.25	0.0	0.136653
